,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved
2311555,"Aditya DSR Lake Side, Mouryas Ranga Prasad Avenue",Aditya DSR Lake Side,"3rd party, Property Science",,17.44433213,78.35747233,,10140,,Gated community,500032,Mouryas Ranga Prasad Avenue,1254.5,,,no
2311557,"Gayathri Hills Society, Prashanth Hills Colony, Raidurgam, Khajaguda Road, Gachibowli",Gayathri Hills Society,"3rd party, Property Science",,17.43832099,78.35248253,,11211,,Stand Alone / Apartment,500032,"Prashanth Hills Colony, Raidurgam, Khajaguda Road, Gachibowli",1344.2,,,no
2311557,"Gayathri Hills Society, Prashanth Hills Colony, Raidurgam, Khajaguda Road, Gachibowli",Gayathri Hills Society,"3rd party, Property Science",,17.43832099,78.35248253,,11211,,Stand Alone / Apartment,500032,"Prashanth Hills Colony, Raidurgam, Khajaguda Road, Gachibowli",1335.75,,,no
2311558,"Gruha Siri Pride, Chhota Anjaiah Nagar",Gruha Siri Pride,"3rd party, Property Science",,17.446501,78.359616,,11840,,Stand Alone / Apartment,500032,Chhota Anjaiah Nagar,698.75,,,no
2311558,"Gruha Siri Pride, Chhota Anjaiah Nagar",Gruha Siri Pride,"3rd party, Property Science",,17.446501,78.359616,,11840,,Stand Alone / Apartment,500032,Chhota Anjaiah Nagar,344.5,,,no
2311559,"hillrige, Mouryas Ranga Prasad Avenue",hillrige,"3rd party, Property Science",,17.444028,78.35681,,9555,,Gated community,500032,Mouryas Ranga Prasad Avenue,1492,,,no
2311559,"hillrige, Mouryas Ranga Prasad Avenue",hillrige,"3rd party, Property Science",,17.444028,78.35681,,9555,,Gated community,500032,Mouryas Ranga Prasad Avenue,1407.25,,,no
2311560,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1078,,,no
2311560,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1318.85,,,no
2311561,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1078,,,no
2311561,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1313,,,no
2311562,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1078,,,no
2311562,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,,1511.25,,,no
2311563,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1072,,,no
2311563,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,1530,,,no
2311565,"Magnum Opus, P Janardhan Reddy Nagar",Magnum Opus,"3rd party, Property Science",,17.437724,78.367324,,8694,,Gated community / Apartment,500081,P Janardhan Reddy Nagar,1120,,,no
2228176,"mansoorabad, Mansoorabad",mansoorabad,"3rd party, Property Science",,17.35014332,78.56457231,,5583,,Stand Alone / Apartment,500070,Mansoorabad,1214,,,no
2311566,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13163,,Gated community / Apartment,500081,,1332.5,,,yes
2311566,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13163,,Gated community / Apartment,500081,Kondapur,1230,,,yes
2311567,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13163,,Gated community / Apartment,500081,Kondapur,1287,,,yes
2311567,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13163,,Gated community / Apartment,500081,Kondapur,1202,,,yes
2311568,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13754,,Gated community / Apartment,500081,Kondapur,1230,,,yes
2311568,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13754,,Gated community / Apartment,500081,Kondapur,1200,,,yes
2311569,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,12846,,Gated community / Apartment,500081,Kondapur,616,,,yes
2311569,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,12846,,Gated community / Apartment,500081,,672.75,,,yes
2311570,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13526,,Gated community / Apartment,500081,Kondapur,1781,,,yes
2311570,"Manbhum Around The Grove, Kondapur",Manbhum Around The Grove,"3rd party, Property Science",,17.45277404,78.367384,,13526,,Gated community / Apartment,500081,Kondapur,1462,,,yes
2248152,"mansoorabad, Mansoorabad",mansoorabad,"3rd party, Property Science",,17.35014332,78.56457231,,5583,,Stand Alone / Apartment,500070,Mansoorabad,1317,,,no
2248152,"mansoorabad, Mansoorabad",mansoorabad,"3rd party, Property Science",,17.35014332,78.56457231,,5583,,Stand Alone / Apartment,500070,Mansoorabad,1191,,,no
2315090,"mansoorabad, Mansoorabad",mansoorabad,"3rd party, Property Science",,17.35014332,78.56457231,,5583,,Stand Alone / Apartment,500070,Mansoorabad,1215,,,no
2611906,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,10850,,Gated community / Apartment,500032,Financial District,1481,,,no
2355170,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13985,,Gated community,500032,P Janardhan Reddy Nagar,1062.75,,,no
2355171,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,9575,,Gated community,500032,P Janardhan Reddy Nagar,1248,,,no
2394797,"ramky towers, Gachibowli",ramky towers,"3rd party, Property Science",,17.44462851,78.36571991,,12294,,Gated community,500032,Gachibowli,649,,,no
2394798,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,15665,,Gated community,500032,P Janardhan Reddy Nagar,694,,,no
2394799,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11383,,Gated community,500032,P Janardhan Reddy Nagar,928,,,no
2394800,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13846,,Gated community,500032,P Janardhan Reddy Nagar,1200,,,no
2394801,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11385,,Gated community,500032,P Janardhan Reddy Nagar,1281.15,,,no
2394802,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,12880,,Gated community,500032,P Janardhan Reddy Nagar,715,,,no
2394803,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13985,,Gated community,500032,P Janardhan Reddy Nagar,1056.9,,,no
2394804,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,9575,,Gated community,500032,P Janardhan Reddy Nagar,1247.35,,,no
2397558,"ramky towers, Gachibowli",ramky towers,"3rd party, Property Science",,17.44462851,78.36571991,,12294,,Gated community,500032,Gachibowli,698.75,,,no
2397559,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,15665,,Gated community,500032,P Janardhan Reddy Nagar,1165,,,no
2397560,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11383,,Gated community,500032,P Janardhan Reddy Nagar,1314,,,no
2397561,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13846,,Gated community,500032,P Janardhan Reddy Nagar,1200,,,no
2397562,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,11385,,Gated community,500032,P Janardhan Reddy Nagar,1280,,,no
2397563,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,12880,,Gated community,500032,P Janardhan Reddy Nagar,747.5,,,no
2397564,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,13985,,Gated community,500032,P Janardhan Reddy Nagar,1056.9,,,no
2397565,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,9575,,Gated community,500032,P Janardhan Reddy Nagar,1247.35,,,no
2399078,"ramky towers, Gachibowli",ramky towers,"3rd party, Property Science",,17.44462851,78.36571991,,12294,,Gated community,500032,Gachibowli,698.75,,,no
2399079,"Ramky Towers, P Janardhan Reddy Nagar",Ramky Towers,"3rd party, Property Science",,17.44462851,78.36571991,,15665,,Gated community,500032,P Janardhan Reddy Nagar,1157,,,no
2355176,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655,,Gated community / Apartment,500032,Indira Nagar,819,,,no
2394807,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308,,Gated community / Apartment,500032,Indira Nagar,555.75,,,no
2394808,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440,,Gated community / Apartment,500032,Indira Nagar,2691,,,no
2394809,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655,,Gated community / Apartment,500032,Indira Nagar,1250,,,no
2397568,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308,,Gated community / Apartment,500032,Indira Nagar,555.75,,,no
2397569,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440,,Gated community / Apartment,500032,Indira Nagar,1253,,,no
2210495,"Vasavi Solitaire Heights, Ameerpet, Hyderabad",Vasavi Solitaire Heights,"3rd party, Property Science",,17.43245303,78.44428185,,15833,,Gated community / Apartment,500073,"Ameerpet, Hyderabad",1007.5,,,no
2221667,"Vasavi Solitaire Heights, Ameerpet, Hyderabad",Vasavi Solitaire Heights,"3rd party, Property Science",,17.43245303,78.44428185,,15833,,Gated community / Apartment,500073,"Ameerpet, Hyderabad",1006,,,no
2221668,"Vasavi Solitaire Heights, Ameerpet, Hyderabad",Vasavi Solitaire Heights,"3rd party, Property Science",,17.43245303,78.44428185,,15833,,Gated community / Apartment,500073,"Ameerpet, Hyderabad",995.8,,,no
2223384,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,1041,,,yes
2611907,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,7679,,Gated community / Apartment,500032,Financial District,825.5,,,no
2611920,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,6750,,Gated community / Apartment,500032,Financial District,828,,,no
2611921,"Mantri Celestia, Financial District",Mantri Celestia,"3rd party, Property Science",,17.4212801,78.34370434,,7500,,Gated community / Apartment,500032,Financial District,913.25,,,no
2327073,"Maphar Heritage, Chintal, Hyderabad",Maphar Heritage,"3rd party, Property Science",,17.40086382,78.46005212,,13571,,Gated community / Apartment,500004,"Chintal, Hyderabad",1440,,,no
2398536,"Maphar Heritage, Chintal, Hyderabad",Maphar Heritage,"3rd party, Property Science",,17.5023,78.3987,,13571,,Stand Alone / Apartment,500037,"Chintal, Hyderabad",1371.5,,,no
2401784,"Maphar Heritage, Chintal, Hyderabad",Maphar Heritage,"3rd party, Property Science",,17.5023,78.3987,,13571,,Stand Alone / Apartment,500037,"Chintal, Hyderabad",1371.5,,,no
2311613,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574,,Gated community,500062,Saket,1449,,,no
2311613,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574,,Gated community,500062,Saket,1397,,,no
2311614,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574,,Gated community,500062,Saket,1397,,,no
2311614,"Kanakadhara Landmark, Saket",Kanakadhara Landmark,"3rd party, Property Science",,17.48725,78.569111,,5574,,Gated community,500062,Saket,1397,,,no
2311615,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349,,Gated community / Apartment,500062,,,3,,no
2311615,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349,,Gated community / Apartment,500062,,,,,no
2311616,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349,,Gated community / Apartment,500062,,,2,,no
2311616,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349,,Gated community / Apartment,500062,,,,,no
2311617,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349,,Gated community / Apartment,500062,,,3,,no
2311617,"Kanakadhara S Landmark, Jai Jawan Colony",Kanakadhara S Landmark,"3rd party, Property Science",,17.48733622,78.56917038,,3349,,Gated community / Apartment,500062,,,,,no
2311618,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.588481,,7211,,Stand Alone / Apartment,500062,Chakripuram,1200,,,no
2311618,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.588481,,7211,,Stand Alone / Apartment,500062,Chakripuram,994.5,,,no
2311619,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.58739693,,7211,,Stand Alone / Apartment,500062,Chakripuram,1000,,,no
2311619,"kushal residency, Chakripuram",kushal residency,"3rd party, Property Science",,17.483666,78.588481,,7211,,Stand Alone / Apartment,500062,Chakripuram,1230,,,no
2375092,"Maphar Sabz Residency, Tolichowki",Maphar Sabz Residency,"3rd party, Property Science",,17.39930694,78.4135611,,6000,,Stand Alone,500008,Tolichowki,1950,,,no
2311620,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871,,Stand Alone / Apartment,500062,Saket,1850,,,no
2311620,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871,,Stand Alone / Apartment,500062,Saket,1385,,,no
2311621,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871,,Stand Alone / Apartment,500062,Saket,1425,,,no
2397570,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655,,Gated community / Apartment,500032,Indira Nagar,1250,,,no
2399088,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308,,Gated community / Apartment,500032,Indira Nagar,548.6,,,no
2399089,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440,,Gated community / Apartment,500032,Indira Nagar,1179,,,no
2399090,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655,,Gated community / Apartment,500032,Indira Nagar,1267.5,,,no
2399947,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12308,,Gated community / Apartment,500032,Indira Nagar,548.6,,,no
2399948,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,10440,,Gated community / Apartment,500032,Indira Nagar,1170,,,no
2399949,"SMR Vinay Symphony, Indira Nagar",SMR Vinay Symphony,"3rd party, Property Science",,17.43813916,78.35356414,,12655,,Gated community / Apartment,500032,Indira Nagar,1290.25,,,no
2637147,"Sobha Waterfont, Somajiguda, Hyderabad",Sobha Waterfont,"3rd party, Property Science",,17.427295,78.45994,,20429,,Gated community / Apartment,500082,"Somajiguda, Hyderabad",520,,,yes
2637148,"Sobha Waterfont, Somajiguda, Hyderabad",Sobha Waterfont,"3rd party, Property Science",,17.427295,78.45994,,20429,,Gated community / Apartment,500082,"Somajiguda, Hyderabad",4639.05,,,yes
2637149,"Sobha Waterfont, Somajiguda, Hyderabad",Sobha Waterfont,"3rd party, Property Science",,17.427295,78.45994,,20429,,Gated community / Apartment,500082,"Somajiguda, Hyderabad",3100,,,yes
2210526,"Solitaire Heights, Ameerpet",Solitaire Heights,"3rd party, Property Science",,17.43778615,78.44759371,,13089,,Unknown,500082,Ameerpet,1567,,,no
2221699,"Solitaire Heights, Ameerpet",Solitaire Heights,"3rd party, Property Science",,17.43778615,78.44759371,,13089,,Unknown,500082,Ameerpet,1567,,,no
2382550,"Solitaire Heights, Ameerpet",Solitaire Heights,"3rd party, Property Science",,17.43778615,78.44759371,,13089,,Unknown,500082,Ameerpet,1546,,,no
2309960,"Sowbhagya Lakshmi Residency, Vittalwadi",Sowbhagya Lakshmi Residency,"3rd party, Property Science",,17.397378,78.485064,,7978,,Stand Alone / Apartment,500029,Vittalwadi,780,,,no
2152222,"space link, Film Nagar",space link,"3rd party, Property Science",,17.41367759,78.40733315,,16318,,Commercial Spaces,,Film Nagar,838.5,,,no
2152709,"space link, Film Nagar",space link,"3rd party, Property Science",,17.41367759,78.40733315,,16318,,Stand Alone / Apartment,,Film Nagar,803,,,no
2180314,"space link, Film Nagar",space link,"3rd party, Property Science",,17.41367759,78.40733315,,16318,,Stand Alone / Apartment,,Film Nagar,783.25,,,no
2362200,"Spectra Metro Heights, Nagole",Spectra Metro Heights,"3rd party, Property Science",,17.37351799,78.56692153,,8925,,Stand Alone / Apartment,500068,Nagole,802.75,,,no
2311631,"Go Green Park, Cherlapally, Hyderabad",Go Green Park,"3rd party, Property Science",,17.480754,78.61377548,,5714,,Stand Alone / Apartment,500083,"Cherlapally, Hyderabad",1525,,,no
2311631,"Go Green Park, Cherlapally, Hyderabad",Go Green Park,"3rd party, Property Science",,17.480754,78.61377548,,5714,,Stand Alone / Apartment,500083,"Cherlapally, Hyderabad",993,,,no
2311621,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871,,Stand Alone / Apartment,500062,Saket,1345,,,no
2336559,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871,,Stand Alone / Apartment,500062,Saket,972,,,no
2336560,"Maruthi Signature, Saket",Maruthi Signature,"3rd party, Property Science",,17.49084558,78.57129019,,7871,,Stand Alone / Apartment,500062,,2061,,,no
2309945,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921,,Stand Alone / Apartment,500034,,,,,no
2327088,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921,,Stand Alone / Apartment,500034,,,,,no
2398551,"Maruti Anguluri Heights, Adarsh Nagar",Maruti Anguluri Heights,"3rd party, Property Science",,17.41390014,78.45138613,,3921,,Stand Alone / Apartment,500034,,,,,no
2223385,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100,,Gated community,500074,LB Nagar,1525,,,yes
2313299,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667,,Gated community / Apartment,500089,"Manikonda, Hyderabad",1537.25,,,no
2223386,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12528,,Gated community,500074,LB Nagar,984.75,,,yes
2313301,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,16071,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",861.25,,,yes
2223387,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,12542,,Gated community,500074,LB Nagar,934,,,yes
2228024,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,1023,,,yes
2375102,"Paramount Hills, Tolichowki",Paramount Hills,"3rd party, Property Science",,17.39930694,78.4135611,,5169,,Stand Alone / Apartment,500008,Tolichowki,1694,,,no
2313305,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667,,Gated community / Apartment,500089,"Manikonda, Hyderabad",1537.25,,,no
2228024,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6719,,Gated community,500074,LB Nagar,987,,,yes
2313307,"Eipl Corner Stone, Puppalaguda, Hyderabad",Eipl Corner Stone,"3rd party, Property Science",,17.399844,78.369866,,11714,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",1232.4,,,no
2313308,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667,,Gated community / Apartment,500089,"Manikonda, Hyderabad",1537.25,,,no
2313309,"Eipl Corner Stone, Puppalaguda, Hyderabad",Eipl Corner Stone,"3rd party, Property Science",,17.399844,78.369866,,11714,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",1614,,,no
2313310,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,16071,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",893.75,,,yes
2228025,"Vasavi Sri Nilayam, LB Nagar",Vasavi Sri Nilayam,"3rd party, Property Science",,17.33724513,78.55569364,,6100,,Gated community,500074,LB Nagar,1025,,,yes
2313312,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,24286,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",617.5,,,yes
2313313,"AVL Samskruthi, Manikonda, Hyderabad",AVL Samskruthi,"3rd party, Property Science",,17.398066,78.380364,,11667,,Gated community / Apartment,500089,"Manikonda, Hyderabad",1537.25,,,no
2313314,"DSR Puppalguda, Puppalaguda, Hyderabad",DSR Puppalguda,"3rd party, Property Science",,17.3986454,78.37397003,,16071,,Gated community / Apartment,500089,"Puppalaguda, Hyderabad",910,,,yes
2313315,", alkapur",,"3rd party, Property Science",,17.39003927,78.36850435,,4500,,Unknown,,alkapur,1108.25,,,no
2313317,", Neknampur",,"3rd party, Property Science",,17.39170716,78.37267942,,7905,,Unknown,,Neknampur,1170,,,no
2313318,"Akruthi Aavasa, Alkapoor township ,Manikonda",Akruthi Aavasa,"3rd party, Property Science",,17.40399728,78.37167264,,5432,,Gated community,500089,"Alkapoor township ,Manikonda",812.5,,,no
2313319,"Anuhar 99 Parc, Neknampur",Anuhar 99 Parc,"3rd party, Property Science",,17.391106,78.374598,,7692,,Gated community / Apartment,500089,Neknampur,1701,,,no
2313320,"apartment, Dollar hills",apartment,"3rd party, Property Science",,17.395,78.4,,5907,,Stand Alone / Apartment,500089,Dollar hills,1462,,,no
2313321,"ARs Prime Residency, Shirdi Sai Nagar",ARs Prime Residency,"3rd party, Property Science",,17.404364,78.378657,,8205,,Gated community / Apartment,500089,Shirdi Sai Nagar,787,,,no
2313322,"Aryamitra Alpine, Manikonda",Aryamitra Alpine,"3rd party, Property Science",,17.3935,78.4,,9825,,Stand Alone / Apartment,500089,Manikonda,2465,,,no
2313323,"Bhaskara Palace, Puppalaguda",Bhaskara Palace,"3rd party, Property Science",,17.385,78.4,,9615,,Stand Alone / Apartment,500089,Puppalaguda,1198,,,no
2313324,"bhuvana zuva wista, Manikonda",bhuvana zuva wista,"3rd party, Property Science",,17.3935,78.4,,12120,,Stand Alone / Apartment,500089,Manikonda,889.2,,,no
2313325,"blue bells, Manikonda",blue bells,"3rd party, Property Science",,17.3935,78.4,,7917,,Stand Alone / Apartment,500089,Manikonda,1102.4,,,no
2313326,"Blue Lagoon, Neknampur",Blue Lagoon,"3rd party, Property Science",,17.389821,78.377134,,4897,,Gated community / Apartment,500089,Neknampur,702,,,no
2313327,"BM Shreya Elegance, Manikonda",BM Shreya Elegance,"3rd party, Property Science",,17.40334197,78.38200629,,11492,,Stand Alone / Apartment,500089,Manikonda,1098.5,,,no
2313328,"BM Shreya Elegance, Manikonda",BM Shreya Elegance,"3rd party, Property Science",,17.40334197,78.38200629,,9231,,Stand Alone / Apartment,500089,Manikonda,1290,,,no
2313329,"BM Shreya Homes, Shirdi Sai Nagar",BM Shreya Homes,"3rd party, Property Science",,17.403241,78.382299,,8923,,Stand Alone / Apartment,500089,Shirdi Sai Nagar,971.75,,,no
2313330,"Crescent Marvel, Neknampur",Crescent Marvel,"3rd party, Property Science",,17.395062,78.387986,,7371,,Stand Alone / Apartment,500089,Neknampur,1049.1,,,no
2313331,"Cyber E Park, Manikonda",Cyber E Park,"3rd party, Property Science",,17.3935,78.4,,6635,,Stand Alone / Apartment,500089,Manikonda,1066,,,no
2313332,"Elegant Floatilla, Neknampur",Elegant Floatilla,"3rd party, Property Science",,17.389527,78.375113,,8875,,Gated community / Apartment,500089,Neknampur,1137.5,,,no
2313333,"Elegant Floatilla, Neknampur",Elegant Floatilla,"3rd party, Property Science",,17.389527,78.375113,,9231,,Gated community / Apartment,500089,Neknampur,1275,,,no
2313334,"floatilla apartment, Neknampur",floatilla apartment,"3rd party, Property Science",,17.389533,78.375111,,10382,,Gated community / Apartment,500089,Neknampur,1050,,,no
2313335,"Fortune Golden Oriole, Manikonda",Fortune Golden Oriole,"3rd party, Property Science",,17.400359,78.368719,,10683,,Gated community / Apartment,500089,Manikonda,1530,,,no
2313336,"Fortune Golden Oriole, Manikonda",Fortune Golden Oriole,"3rd party, Property Science",,17.400359,78.368719,,10255,,Gated community / Apartment,500089,Manikonda,876,,,no
2313337,"Gangothri Nakshatra, Neknampur",Gangothri Nakshatra,"3rd party, Property Science",,17.389546,78.364897,,8112,,Gated community / Apartment,500089,Neknampur,819,,,no
2313338,"Gowri Shankar Apartment, Kakatiya Nagar",Gowri Shankar Apartment,"3rd party, Property Science",,17.474351,78.541266,,2973,,Stand Alone / Apartment,500056,"Financial District, Nanakramguda",,,Hyderabad,no
