,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved
2375061,", Tolichowki",,"3rd party, Property Science",,17.39930694,78.4135611,,4223,,Unknown,,,747.5,,,no
2375062,"9 Star Residency, Deluxe Colony",9 Star Residency,"3rd party, Property Science",,17.40439885,78.39281793,,4198,,Stand Alone / Apartment,500008,Deluxe Colony,763,,,no
2375064,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,5000,,Unknown,500008,Tolichowki,570,,,no
2375065,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,5000,,Unknown,500008,Tolichowki,627.25,,,no
2375066,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,6020,,Unknown,500008,Tolichowki,1730,,,no
2375067,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,7358,,Unknown,500008,Tolichowki,1137.5,,,no
2375068,"Adams Colony, Tolichowki",Adams Colony,"3rd party, Property Science",,17.39930694,78.4135611,,5961,,Unknown,500008,Tolichowki,1317,,,no
2375069,"Aditya Empress Park, Shaikpet",Aditya Empress Park,"3rd party, Property Science",,17.4039895,78.4010661,,8571,,Gated community,500008,Shaikpet,747.5,,,no
2375070,"AK Plots, Tolichowki",AK Plots,"3rd party, Property Science",,17.39930694,78.4135611,,7017,,Unknown,500008,Tolichowki,787.15,,,no
2375071,"Al Aina recidency, IAS Colony, Tolichowki, IAS Colony, Tolichowki",Al Aina recidency,"3rd party, Property Science",,17.40438619,78.41564493,,3666,,Stand Alone / Apartment,500008,,,,,no
2375072,"Anna Residency, Film Nagar",Anna Residency,"3rd party, Property Science",,17.41367759,78.40733315,,9715,,Stand Alone / Apartment,,Film Nagar,1275,,,no
2375074,"Aparna Aura, Ambedkar Nagar",Aparna Aura,"3rd party, Property Science",,17.40870389,78.40120554,,10989,,Gated community,500033,Ambedkar Nagar,1397,,,no
2375075,"City Brindavan Colony, Tolichowki",City Brindavan Colony,"3rd party, Property Science",,17.40680426,78.40759746,,4000,,Stand Alone / Apartment,500008,,,,,no
2375076,"classic tower, Tolichowki",classic tower,"3rd party, Property Science",,17.39930694,78.4135611,,9615,,Stand Alone / Apartment,500008,Tolichowki,1198,,,no
2375077,"DarulHaq Building, Paramount Hills",DarulHaq Building,"3rd party, Property Science",,17.3955,78.4203,,4406,,Stand Alone / Apartment,500008,Paramount Hills,1431,,,no
2375078,"deccan apartment, Tolichowki",deccan apartment,"3rd party, Property Science",,17.40404188,78.41357115,,2880,,Stand Alone / Apartment,500008,,,,Hyderabad,no
2375079,"Elegance Sapphire, Tolichowki",Elegance Sapphire,"3rd party, Property Science",,17.39847904,78.39211418,,5077,,Stand Alone / Apartment,500008,Tolichowki,1423,,,no
2375080,"Elite Midtown., Film Nagar",Elite Midtown.,"3rd party, Property Science",,17.41367759,78.40733315,,9698,,Stand Alone / Apartment,,Film Nagar,725,,,no
2375082,"fm infra, Tolichowki",fm infra,"3rd party, Property Science",,17.39952497,78.41490347,,5792,,Stand Alone / Apartment,500008,Tolichowki,1335.75,,,no
2375083,"Fort View Apartments, Film Nagar",Fort View Apartments,"3rd party, Property Science",,17.41139,78.40813,,8360,,Stand Alone / Apartment,500096,Film Nagar,5850,,,no
2375084,"Fortview Apartments, Film Nagar",Fortview Apartments,"3rd party, Property Science",,17.41139,78.40813,,5500,,Stand Alone / Apartment,500096,Film Nagar,1300,,,no
2375085,"Grand Residency, Tolichowki",Grand Residency,"3rd party, Property Science",,17.40453044,78.41583727,,4500,,Stand Alone / Apartment,500008,Tolichowki,935,,,no
2375086,"Grand Senor, Sabza Colony",Grand Senor,"3rd party, Property Science",,17.3932,78.4234,,6838,,Stand Alone / Apartment,500008,Sabza Colony,995,,,no
2375087,"Happy Nest, Tolichowki",Happy Nest,"3rd party, Property Science",,17.39749803,78.40660576,,6688,,Stand Alone / Apartment,500008,Tolichowki,427,,,no
2375088,"IAS colony, Tolichowki, IAS Colony",IAS colony,"3rd party, Property Science",,17.40534382,78.4148701,,5640,,Stand Alone / Apartment,500008,"Tolichowki, IAS Colony",1709.5,,,no
2375089,"Jubilee Hills Co-Operative Housing Society, Near Apollo Hospital, MLA Colony, Lotus Pond",Jubilee Hills Co-Operative Housing Society,"3rd party, Property Science",,17.4114994,78.42202553,,9332,,Commercial Spaces,500033,"Near Apollo Hospital, MLA Colony, Lotus Pond",2242.5,,,no
2375090,"ksrheights, Tolichowki",ksrheights,"3rd party, Property Science",,17.36228252,78.4147865,,5600,,Stand Alone / Apartment,500008,Tolichowki,1757,,,no
2375091,"Luxary Flats, KPHP COLONY",Luxary Flats,"3rd party, Property Science",,17.4965,78.3921,,6000,,Stand Alone / Apartment,500072,KPHP COLONY,1953.25,,,no
2326068,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5723,,Gated community / Apartment,500055,Gajulramaram,1433.25,,,no
2326102,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5654,,Gated community / Apartment,500055,Gajulramaram,1670,,,no
2326102,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5654,,Gated community / Apartment,500055,Gajulramaram,2197,,,no
2326103,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5808,,Gated community / Apartment,500055,Gajulramaram,896,,,no
2326103,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5808,,Gated community / Apartment,500055,Gajulramaram,1267.5,,,no
2326104,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5777,,Gated community / Apartment,500055,Gajulramaram,1335.75,,,no
2375099,"On Request, Tolichowki",On Request,"3rd party, Property Science",,17.39930694,78.4135611,,348,,Unknown,500008,,,,Hyderabad,no
2285948,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,764.4,,,no
2285948,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,,747.5,,,no
2285949,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,760.5,,,no
2285949,"Pratyusha Malathi Nivas, Narsingi",Pratyusha Malathi Nivas,"3rd party, Property Science",,17.384683,78.339259,,8717,,Stand Alone / Apartment,500075,Narsingi,682.5,,,no
2309948,"Precision Towers, Shergate, KingKoti",Precision Towers,"3rd party, Property Science",,17.39710365,78.48171969,,6382,,Stand Alone / Apartment,500029,"Shergate, KingKoti",800,,,no
2336561,"presidency avenue, Panchasheel Enclave",presidency avenue,"3rd party, Property Science",,17.50274705,78.55437815,,9018,,Unknown,500094,Panchasheel Enclave,1264.25,,,no
2336562,"presidency avenue, Panchasheel Enclave",presidency avenue,"3rd party, Property Science",,17.50274705,78.55437815,,9018,,Unknown,500094,Panchasheel Enclave,1264.25,,,no
2662839,"Redhills Residency, Redhills",Redhills Residency,"3rd party, Property Science",,17.39596548,78.46449034,,5083,,Gated community / Apartment,500004,Redhills,780,,,no
2362194,"Renuka Residency Nagole, Nagole",Renuka Residency Nagole,"3rd party, Property Science",,17.37351799,78.56692153,,7645,,Stand Alone / Apartment,500068,Nagole,1625,,,no
2662840,"residency appartment, Bogulkunta",residency appartment,"3rd party, Property Science",,17.39125539,78.47922438,,7006,,Unknown,,Bogulkunta,812.5,,,no
2375107,"Rida Bright Residency, Tolichowki",Rida Bright Residency,"3rd party, Property Science",,17.4004109,78.39912238,,5888,,Stand Alone / Apartment,500008,Tolichowki,1485,,,no
2382555,"Sri Somnath Residency, Srinagar Colony, Kamalapuri",Sri Somnath Residency,"3rd party, Property Science",,17.4402,78.4467,,9203,,Stand Alone / Apartment,500073,"Srinagar Colony, Kamalapuri",422.5,,,no
2453481,"Sri Sreenivasa Fortune Nest, Camelot Layout",Sri Sreenivasa Fortune Nest,"3rd party, Property Science",,17.46563677,78.34716582,,7692,,Stand Alone / Apartment,500084,Camelot Layout,1280,,,no
2223344,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1430,,,yes
2223351,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1537.25,,,yes
2227984,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1363,,,yes
2227984,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1215.5,,,yes
2382518,", Ameerpet",,"3rd party, Property Science",,17.43778615,78.44759371,,12040,,Unknown,,Ameerpet,1257.75,,,no
2382519,", Ameerpet",,"3rd party, Property Science",,17.43778615,78.44759371,,15780,,Unknown,,Ameerpet,1045,,,no
2382521,", Kamareddy",,"3rd party, Property Science",,17.43538792,78.43724452,,5352,,Unknown,,Kamareddy,682.5,,,no
2382522,", Rahmat Nagar",,"3rd party, Property Science",,17.44106259,78.42271631,,11111,,Unknown,,Rahmat Nagar,1500,,,no
2382524,", VST Colony",,"3rd party, Property Science",,17.42867636,78.4465994,,9198,,Unknown,,VST Colony,913.25,,,no
2382525,"Amshree residency, Ameerpet",Amshree residency,"3rd party, Property Science",,17.43778615,78.44759371,,9283,,Unknown,500082,Ameerpet,1537.25,,,no
2382526,"amsri residency, Ameerpet",amsri residency,"3rd party, Property Science",,17.43778615,78.44759371,,9298,,Unknown,500082,Ameerpet,1215.5,,,no
2382527,"annapurna acrde, LB Nagar Main Road",annapurna acrde,"3rd party, Property Science",,17.3442,78.5521,,7449,,Stand Alone / Apartment,500074,LB Nagar Main Road,425.43,,,no
2382528,"Bakul Apartments, Ameerpet",Bakul Apartments,"3rd party, Property Science",,17.43778615,78.44759371,,6875,,Unknown,500082,Ameerpet,737.75,,,no
2382529,"disha, Ameerpet",disha,"3rd party, Property Science",,17.43778615,78.44759371,,5000,,Unknown,500082,Ameerpet,362.7,,,no
2382530,"Divya Shakti Apartment, Ameerpet",Divya Shakti Apartment,"3rd party, Property Science",,17.43778615,78.44759371,,4516,,Unknown,500082,Ameerpet,1046,,,no
2382531,"Dream Homes Harmony, YousufGuda",Dream Homes Harmony,"3rd party, Property Science",,17.4351,78.4231,,7072,,Stand Alone / Apartment,500045,YousufGuda,682.5,,,no
2382532,"Elite Midtown., Ameerpet",Elite Midtown.,"3rd party, Property Science",,17.43778615,78.44759371,,9914,,Commercial Spaces,500016,Ameerpet,794.3,,,no
2382533,"Keerthiapartment, Ameerpet",Keerthiapartment,"3rd party, Property Science",,17.43778615,78.44759371,,8654,,Unknown,500082,Ameerpet,1745,,,no
2326104,"Modi Elegance, Gajulramaram",Modi Elegance,"3rd party, Property Science",,17.53385119,78.42852822,,5777,,Gated community / Apartment,500055,Gajulramaram,1335.75,,,no
2611922,"north star district 1, Financial District",north star district 1,"3rd party, Property Science",,17.41860311,78.34025587,,8329,,Commercial Spaces,500032,Financial District,967,,,no
2611923,"Northstar District 1, Financial District",Northstar District 1,"3rd party, Property Science",,17.41860311,78.34025587,,12320,,Commercial Spaces,500032,Financial District,1270,,,no
2611928,"Prestiage High Fields, Financial District",Prestiage High Fields,"3rd party, Property Science",,17.41860311,78.34025587,,10053,,Gated community,500032,Financial District,7085,,,yes
2313358,"Riddhis Grandeur, Manikonda",Riddhis Grandeur,"3rd party, Property Science",,17.388925,78.373894,,9538,,Gated community / Apartment,500089,Manikonda,1492,,,yes
2313359,"Riddhis Grandeur, Manikonda",Riddhis Grandeur,"3rd party, Property Science",,17.388925,78.373894,,9812,,Gated community / Apartment,500089,Manikonda,4199,,,yes
2227991,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1426.75,,,yes
2227991,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1244.75,,,yes
2228150,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1343.55,,,yes
2228150,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1215.5,,,yes
2228157,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1322.75,,,yes
2228157,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1215.5,,,yes
2247992,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1269.45,,,yes
2247992,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1170,,,yes
2247999,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1264.25,,,yes
2247999,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1170.65,,,yes
2315069,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1264.25,,,yes
2315077,"Sri Sri Kala Kuteer Gold, L.B. Nagar, Hyderabad",Sri Sri Kala Kuteer Gold,"3rd party, Property Science",,17.3432657,78.56024244,,8857,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1257.75,,,yes
2311629,"Sri Tirumala Harmony, Kapra",Sri Tirumala Harmony,"3rd party, Property Science",,17.48689648,78.57080545,,4010,,Gated community / Apartment,500062,Kapra,637,,,no
2311629,"Sri Tirumala Harmony, Kapra",Sri Tirumala Harmony,"3rd party, Property Science",,17.48689648,78.57080545,,4010,,Gated community / Apartment,500062,Kapra,1120,,,no
2311630,"Sri Tirumala Harmony, Kapra",Sri Tirumala Harmony,"3rd party, Property Science",,17.48689648,78.57080545,,4010,,Gated community / Apartment,500062,Kapra,682.5,,,no
2311630,"Sri Tirumala Harmony, Kapra",Sri Tirumala Harmony,"3rd party, Property Science",,17.48689648,78.57080545,,4010,,Gated community / Apartment,500062,Kapra,1120,,,no
2406031,"Sri Venkateswara Towers, Vanasthalipuram",Sri Venkateswara Towers,"3rd party, Property Science",,17.32616319,78.57471963,,10540,,Unknown,500070,Vanasthalipuram,876,,,no
2327112,"Sri Vishnu Sai Towers, Shyam Rao Nagar",Sri Vishnu Sai Towers,"3rd party, Property Science",,17.47556491,78.56519378,,5278,,Stand Alone / Apartment,500062,Shyam Rao Nagar,487.5,,,no
2228194,"VKC apartment, Bhagyanagar",VKC apartment,"3rd party, Property Science",,17.49559056,78.40218261,,3157,,Stand Alone / Apartment,500072,,,4,Hyderabad,no
2228194,"VKC apartment, Bhagyanagar",VKC apartment,"3rd party, Property Science",,17.49559056,78.40218261,,3157,,Stand Alone / Apartment,500072,,,2,Hyderabad,no
2394773,"Ambiance Park View, Kondapur, Hyderabad",Ambiance Park View,"3rd party, Property Science",,17.44929504,78.35875702,,12427,,Gated community / Apartment,500032,"Kondapur, Hyderabad",859,,,no
2394775,", P Janardhan Reddy Nagar",,"3rd party, Property Science",,17.43971439,78.3663492,,6432,,Unknown,,P Janardhan Reddy Nagar,520,,,no
2394776,"Aditya DSR Lake Side, Mouryas Ranga Prasad Avenue",Aditya DSR Lake Side,"3rd party, Property Science",,17.44433213,78.35747233,,11965,,Gated community,500032,Mouryas Ranga Prasad Avenue,1058,,,no
2394777,"Aditya DSR Lake Side, Mouryas Ranga Prasad Avenue",Aditya DSR Lake Side,"3rd party, Property Science",,17.44433213,78.35747233,,11958,,Gated community,500032,Mouryas Ranga Prasad Avenue,906,,,no
2394778,"Aditya DSR Lake Side, Mouryas Ranga Prasad Avenue",Aditya DSR Lake Side,"3rd party, Property Science",,17.44433213,78.35747233,,12340,,Gated community,500032,Mouryas Ranga Prasad Avenue,1088.75,,,no
2394779,"Aditya DSR Lake Side, Mouryas Ranga Prasad Avenue",Aditya DSR Lake Side,"3rd party, Property Science",,17.44433213,78.35747233,,10140,,Gated community,500032,Mouryas Ranga Prasad Avenue,1632.15,,,no
2394781,"Gayathri Hills Society, Prashanth Hills Colony, Raidurgam, Khajaguda Road, Gachibowli",Gayathri Hills Society,"3rd party, Property Science",,17.43832099,78.35248253,,11211,,Stand Alone / Apartment,500032,"Prashanth Hills Colony, Raidurgam, Khajaguda Road, Gachibowli",1342.25,,,no
2394782,"Gruha Siri Pride, Chhota Anjaiah Nagar",Gruha Siri Pride,"3rd party, Property Science",,17.446501,78.359616,,11840,,Stand Alone / Apartment,500032,Chhota Anjaiah Nagar,427,,,no
2394783,"hillrige, Mouryas Ranga Prasad Avenue",hillrige,"3rd party, Property Science",,17.444028,78.35681,,9555,,Gated community,500032,Mouryas Ranga Prasad Avenue,3009.5,,,no
2394784,"L and T Serene County, Telecom Nagar",L and T Serene County,"3rd party, Property Science",,17.43302243,78.36251808,,15023,,Gated community / Apartment,500032,Telecom Nagar,927,,,no
